"year","age","team","td","id","total_tds","actual","adjusted_age"
1974,21,"CHI",0,"A/AvelBo00",0,0,0
1975,22,"CHI",6,"A/AvelBo00",6,1,0
1976,23,"CHI",8,"A/AvelBo00",14,1,0
1977,24,"CHI",11,"A/AvelBo00",25,1,0
1978,25,"CHI",5,"A/AvelBo00",30,1,0
1979,26,"CHI",2,"A/AvelBo00",32,1,0
1981,28,"CHI",1,"A/AvelBo00",33,1,0
1982,29,"CHI",0,"A/AvelBo00",33,1,0
1983,30,"CHI",0,"A/AvelBo00",33,1,0
1984,31,"CHI",0,"A/AvelBo00",33,1,0
1998,25,"MIA",0,"H/HuarDa00",0,1,0
1999,26,"MIA",8,"H/HuarDa00",8,1,0
2000,27,"MIA",1,"H/HuarDa00",9,1,0
2002,29,"NWE",0,"H/HuarDa00",9,1,0
2003,30,"NWE",0,"H/HuarDa00",9,1,0
2006,33,"KAN",11,"H/HuarDa00",20,1,0
2007,34,"KAN",11,"H/HuarDa00",31,1,0
2008,35,"KAN",2,"H/HuarDa00",33,1,0
2004,23,"BUF",0,"L/LosmJ.00",0,1,0
2005,24,"BUF",8,"L/LosmJ.00",8,1,0
2006,25,"BUF",19,"L/LosmJ.00",27,1,0
2007,26,"BUF",4,"L/LosmJ.00",31,1,0
2008,27,"BUF",2,"L/LosmJ.00",33,1,0
2009,28,"OAK",0,"L/LosmJ.00",33,1,0
2011,30,"MIA",0,"L/LosmJ.00",33,1,0
2006,22,"CAR",0,"M/MoorMa01",0,0,0
2007,23,"CAR",3,"M/MoorMa01",3,1,0
2009,25,"CAR",8,"M/MoorMa01",11,1,0
2010,26,"CAR",5,"M/MoorMa01",16,1,0
2011,27,"MIA",16,"M/MoorMa01",32,1,0
2012,28,"MIA",1,"M/MoorMa01",33,1,0
2013,29,"MIA",0,"M/MoorMa01",33,1,0
2013.41176470588,29.4117647058824,"MIA",0,"M/MoorMa01",33,1,1
1978,22,"CIN",0,"T/ThomJa00",0,0,0
1979,23,"CIN",1,"T/ThomJa00",1,1,0
1980,24,"CIN",11,"T/ThomJa00",12,1,0
1981,25,"CIN",1,"T/ThomJa00",13,1,0
1982,26,"CIN",0,"T/ThomJa00",13,1,0
1983,27,"TAM",18,"T/ThomJa00",31,1,0
1984,28,"TAM",2,"T/ThomJa00",33,1,0
1957,21,"CLE",0,"N/NinoJi00",0,0,0
1958,22,"CLE",1,"N/NinoJi00",1,1,0
1959,23,"CLE",0,"N/NinoJi00",1,1,0
1960,24,"DET",2,"N/NinoJi00",3,1,0
1961,25,"DET",7,"N/NinoJi00",10,1,0
1962,26,"CLE",7,"N/NinoJi00",17,1,0
1963,27,"CLE",2,"N/NinoJi00",19,1,0
1964,28,"CLE",2,"N/NinoJi00",21,1,0
1965,29,"CLE",4,"N/NinoJi00",25,1,0
1966,30,"CLE",4,"N/NinoJi00",29,1,0
1967,31,"WAS",0,"N/NinoJi00",29,1,0
1968,32,"WAS",4,"N/NinoJi00",33,1,0
1969,33,"NOR",1,"N/NinoJi00",34,1,0
1933,22,"CHI",0,"M/MastBe20",0,0,0
1934,23,"CHI",1,"M/MastBe20",1,1,0
1935,24,"CHI",6,"M/MastBe20",7,1,0
1936,25,"CHI",3,"M/MastBe20",10,1,0
1937,26,"CHI",9,"M/MastBe20",19,1,0
1938,27,"CHI",5,"M/MastBe20",24,1,0
1939,28,"CHI",8,"M/MastBe20",32,1,0
1940,29,"CHI",2,"M/MastBe20",34,1,0
1993,26,"GNB",0,"D/DetmTy00",0,1,0
1995,28,"GNB",1,"D/DetmTy00",1,1,0
1996,29,"PHI",15,"D/DetmTy00",16,1,0
1997,30,"PHI",7,"D/DetmTy00",23,1,0
1998,31,"SFO",4,"D/DetmTy00",27,1,0
1999,32,"CLE",4,"D/DetmTy00",31,1,0
2001,34,"DET",3,"D/DetmTy00",34,1,0
2003,36,"DET",0,"D/DetmTy00",34,1,0
2001,22,"WAS",0,"R/RamsPa00",0,0,0
2002,23,"WAS",9,"R/RamsPa00",9,1,0
2003,24,"WAS",14,"R/RamsPa00",23,1,0
2004,25,"WAS",10,"R/RamsPa00",33,1,0
2005,26,"WAS",1,"R/RamsPa00",34,1,0
2006,27,"NYJ",0,"R/RamsPa00",34,1,0
2007,28,"DEN",1,"R/RamsPa00",35,1,0
2008,29,"DEN",0,"R/RamsPa00",35,1,0
1970,22,"NOR",0,"R/RamsSt00",0,1,0
1971,23,"DEN",5,"R/RamsSt00",5,1,0
1972,24,"DEN",3,"R/RamsSt00",8,1,0
1973,25,"DEN",2,"R/RamsSt00",10,1,0
1974,26,"DEN",5,"R/RamsSt00",15,1,0
1975,27,"DEN",9,"R/RamsSt00",24,1,0
1976,28,"DEN",11,"R/RamsSt00",35,1,0
1969,22,"BUF",0,"S/ShawDe00",0,0,0
1970,23,"BUF",10,"S/ShawDe00",10,1,0
1971,24,"BUF",11,"S/ShawDe00",21,1,0
1972,25,"BUF",14,"S/ShawDe00",35,1,0
1973,26,"BUF",0,"S/ShawDe00",35,1,0
1974,27,"STL",0,"S/ShawDe00",35,1,0
1975,28,"STL",0,"S/ShawDe00",35,1,0
1963,20,"PHI",0,"C/ConcJa00",0,0,0
1964,21,"PHI",2,"C/ConcJa00",2,1,0
1965,22,"PHI",1,"C/ConcJa00",3,1,0
1966,23,"PHI",1,"C/ConcJa00",4,1,0
1967,24,"CHI",6,"C/ConcJa00",10,1,0
1968,25,"CHI",5,"C/ConcJa00",15,1,0
1969,26,"CHI",4,"C/ConcJa00",19,1,0
1970,27,"CHI",16,"C/ConcJa00",35,1,0
1971,28,"CHI",0,"C/ConcJa00",35,1,0
1974,31,"GNB",1,"C/ConcJa00",36,1,0
1975,32,"DET",0,"C/ConcJa00",36,1,0
1968,21,"CHI",0,"D/DougBo00",0,0,0
1969,22,"CHI",5,"D/DougBo00",5,1,0
1970,23,"CHI",4,"D/DougBo00",9,1,0
1971,24,"CHI",5,"D/DougBo00",14,1,0
1972,25,"CHI",9,"D/DougBo00",23,1,0
1973,26,"CHI",5,"D/DougBo00",28,1,0
1974,27,"CHI",2,"D/DougBo00",30,1,0
1975,28,"2TM",0,"D/DougBo00",30,1,0
1976,29,"NOR",4,"D/DougBo00",34,1,0
1977,30,"NOR",1,"D/DougBo00",35,1,0
1978,31,"GNB",1,"D/DougBo00",36,1,0
2011,21,"WAS",0,"G/GrifRo01",0,0,0
2012,22,"WAS",20,"G/GrifRo01",20,1,0
2013,23,"WAS",16,"G/GrifRo01",36,1,0
2013.41176470588,23.4117647058824,"WAS",0,"G/GrifRo01",36,1,1
1994,23,"PIT",0,"M/MillJi00",0,0,0
1995,24,"PIT",2,"M/MillJi00",2,1,0
1996,25,"PIT",0,"M/MillJi00",2,1,0
1999,28,"CHI",7,"M/MillJi00",9,1,0
2000,29,"CHI",1,"M/MillJi00",10,1,0
2001,30,"CHI",13,"M/MillJi00",23,1,0
2002,31,"CHI",13,"M/MillJi00",36,1,0
1964,22,"WAS",0,"S/ShinDi00",0,1,0
1965,23,"WAS",3,"S/ShinDi00",3,1,0
1966,24,"WAS",0,"S/ShinDi00",3,1,0
1967,25,"CLE",0,"S/ShinDi00",3,1,0
1968,26,"PIT",18,"S/ShinDi00",21,1,0
1969,27,"PIT",7,"S/ShinDi00",28,1,0
1970,28,"NYG",0,"S/ShinDi00",28,1,0
1971,29,"ATL",5,"S/ShinDi00",33,1,0
1973,31,"2TM",3,"S/ShinDi00",36,1,0
1974,32,"NWE",0,"S/ShinDi00",36,1,0
1963,22,"NYJ",0,"T/TaliMi00",0,0,0
1964,23,"NYJ",2,"T/TaliMi00",2,1,0
1965,24,"NYJ",3,"T/TaliMi00",5,1,0
1966,25,"NYJ",2,"T/TaliMi00",7,1,0
1967,26,"NYJ",1,"T/TaliMi00",8,1,0
1968,27,"BOS",4,"T/TaliMi00",12,1,0
1969,28,"BOS",19,"T/TaliMi00",31,1,0
1970,29,"BOS",4,"T/TaliMi00",35,1,0
1972,31,"BUF",1,"T/TaliMi00",36,1,0
1980,21,"NOR",0,"W/WilsDa00",0,0,0
1981,22,"NOR",1,"W/WilsDa00",1,1,0
1983,24,"NOR",5,"W/WilsDa00",6,1,0
1984,25,"NOR",7,"W/WilsDa00",13,1,0
1985,26,"NOR",11,"W/WilsDa00",24,1,0
1986,27,"NOR",10,"W/WilsDa00",34,1,0
1987,28,"NOR",2,"W/WilsDa00",36,1,0
1988,29,"NOR",0,"W/WilsDa00",36,1,0
1958,22,"CRD",0,"H/HillKi00",0,1,0
1959,23,"CRD",7,"H/HillKi00",7,1,0
1960,24,"STL",1,"H/HillKi00",8,1,0
1961,25,"PHI",2,"H/HillKi00",10,1,0
1962,26,"PHI",0,"H/HillKi00",10,1,0
1963,27,"PHI",10,"H/HillKi00",20,1,0
1964,28,"PHI",3,"H/HillKi00",23,1,0
1965,29,"PHI",5,"H/HillKi00",28,1,0
1966,30,"PHI",5,"H/HillKi00",33,1,0
1967,31,"PHI",1,"H/HillKi00",34,1,0
1968,32,"2TM",3,"H/HillKi00",37,1,0
1969,33,"STL",0,"H/HillKi00",37,1,0
1933,22,"NYG",0,"D/DanoEd20",0,0,0
1934,23,"NYG",2,"D/DanoEd20",2,1,0
1935,24,"NYG",10,"D/DanoEd20",12,1,0
1936,25,"NYG",5,"D/DanoEd20",17,1,0
1937,26,"NYG",8,"D/DanoEd20",25,1,0
1938,27,"NYG",7,"D/DanoEd20",32,1,0
1939,28,"NYG",3,"D/DanoEd20",35,1,0
1941,30,"NYG",2,"D/DanoEd20",37,1,0
2011,24,"SFO",0,"K/KaepCo00",0,1,0
2012,25,"SFO",10,"K/KaepCo00",10,1,0
2013,26,"SFO",21,"K/KaepCo00",31,1,0
2013.41176470588,26.4117647058824,"SFO",11,"K/KaepCo00",42,1,1
2010,22,"MIN",0,"P/PondCh00",0,0,0
2011,23,"MIN",13,"P/PondCh00",13,1,0
2012,24,"MIN",18,"P/PondCh00",31,1,0
2013,25,"MIN",7,"P/PondCh00",38,1,0
2013.41176470588,25.4117647058824,"MIN",0,"P/PondCh00",38,1,1
1959,35,"BOS",0,"S/SongBu00",0,0,0
1960,36,"BOS",22,"S/SongBu00",22,1,0
1961,37,"BOS",14,"S/SongBu00",36,1,0
1962,38,"NYT",2,"S/SongBu00",38,1,0
1941,24,"CHI",0,"O/ORouCh20",0,0,0
1942,25,"CHI",11,"O/ORouCh20",11,1,0
1946,29,"LAD",12,"O/ORouCh20",23,1,0
1947,30,"LAD",13,"O/ORouCh20",36,1,0
1948,31,"BCL",3,"O/ORouCh20",39,1,0
1949,32,"BCL",0,"O/ORouCh20",39,1,0
1981,22,"RAM",0,"K/KempJe00",0,1,0
1983,24,"RAM",1,"K/KempJe00",1,1,0
1984,25,"RAM",13,"K/KempJe00",14,1,0
1985,26,"RAM",0,"K/KempJe00",14,1,0
1986,27,"SFO",11,"K/KempJe00",25,1,0
1987,28,"SEA",5,"K/KempJe00",30,1,0
1988,29,"SEA",0,"K/KempJe00",30,1,0
1989,30,"SEA",0,"K/KempJe00",30,1,0
1990,31,"SEA",0,"K/KempJe00",30,1,0
1991,32,"2TM",9,"K/KempJe00",39,1,0
2005,22,"MIN",0,"J/JackTa00",0,0,0
2006,23,"MIN",2,"J/JackTa00",2,1,0
2007,24,"MIN",9,"J/JackTa00",11,1,0
2008,25,"MIN",9,"J/JackTa00",20,1,0
2009,26,"MIN",1,"J/JackTa00",21,1,0
2010,27,"MIN",3,"J/JackTa00",24,1,0
2011,28,"SEA",14,"J/JackTa00",38,1,0
2012,29,"BUF",0,"J/JackTa00",38,1,0
2013,30,"SEA",1,"J/JackTa00",39,1,0
2013.41176470588,30.4117647058824,"SEA",0,"J/JackTa00",39,1,1
1996,23,"IND",0,"H/HolcKe00",0,0,0
1997,24,"IND",1,"H/HolcKe00",1,1,0
2001,28,"CLE",1,"H/HolcKe00",2,1,0
2002,29,"CLE",8,"H/HolcKe00",10,1,0
2003,30,"CLE",10,"H/HolcKe00",20,1,0
2004,31,"CLE",7,"H/HolcKe00",27,1,0
2005,32,"BUF",10,"H/HolcKe00",37,1,0
2007,34,"MIN",2,"H/HolcKe00",39,1,0
1991,23,"NYG",0,"G/GrahKe00",0,0,0
1992,24,"NYG",1,"G/GrahKe00",1,1,0
1993,25,"NYG",0,"G/GrahKe00",1,1,0
1994,26,"NYG",3,"G/GrahKe00",4,1,0
1996,28,"ARI",12,"G/GrahKe00",16,1,0
1997,29,"ARI",4,"G/GrahKe00",20,1,0
1998,30,"NYG",7,"G/GrahKe00",27,1,0
1999,31,"NYG",9,"G/GrahKe00",36,1,0
2000,32,"PIT",1,"G/GrahKe00",37,1,0
2001,33,"WAS",2,"G/GrahKe00",39,1,0
1966,28,"MIN",0,"K/KappJo00",0,0,0
1967,29,"MIN",8,"K/KappJo00",8,1,0
1968,30,"MIN",10,"K/KappJo00",18,1,0
1969,31,"MIN",19,"K/KappJo00",37,1,0
1970,32,"BOS",3,"K/KappJo00",40,1,0
1985,24,"BUF",0,"R/ReicFr00",0,1,0
1986,25,"BUF",0,"R/ReicFr00",0,1,0
1988,27,"BUF",0,"R/ReicFr00",0,1,0
1989,28,"BUF",7,"R/ReicFr00",7,1,0
1990,29,"BUF",2,"R/ReicFr00",9,1,0
1991,30,"BUF",6,"R/ReicFr00",15,1,0
1992,31,"BUF",0,"R/ReicFr00",15,1,0
1993,32,"BUF",2,"R/ReicFr00",17,1,0
1994,33,"BUF",1,"R/ReicFr00",18,1,0
1995,34,"CAR",2,"R/ReicFr00",20,1,0
1996,35,"NYJ",15,"R/ReicFr00",35,1,0
1997,36,"DET",0,"R/ReicFr00",35,1,0
1998,37,"DET",5,"R/ReicFr00",40,1,0
1967,22,"SFO",0,"S/SpurSt00",0,1,0
1968,23,"SFO",0,"S/SpurSt00",0,1,0
1969,24,"SFO",5,"S/SpurSt00",5,1,0
1970,25,"SFO",1,"S/SpurSt00",6,1,0
1971,26,"SFO",0,"S/SpurSt00",6,1,0
1972,27,"SFO",18,"S/SpurSt00",24,1,0
1973,28,"SFO",4,"S/SpurSt00",28,1,0
1974,29,"SFO",0,"S/SpurSt00",28,1,0
1975,30,"SFO",5,"S/SpurSt00",33,1,0
1976,31,"TAM",7,"S/SpurSt00",40,1,0
1988,22,"DAL",0,"W/WalsSt00",0,0,0
1989,23,"DAL",5,"W/WalsSt00",5,1,0
1990,24,"2TM",12,"W/WalsSt00",17,1,0
1991,25,"NOR",11,"W/WalsSt00",28,1,0
1993,27,"NOR",2,"W/WalsSt00",30,1,0
1994,28,"CHI",10,"W/WalsSt00",40,1,0
1995,29,"CHI",0,"W/WalsSt00",40,1,0
1996,30,"STL",0,"W/WalsSt00",40,1,0
1997,31,"TAM",0,"W/WalsSt00",40,1,0
1998,32,"TAM",0,"W/WalsSt00",40,1,0
1999,33,"IND",0,"W/WalsSt00",40,1,0
1954,21,"BAL",0,"S/ShawGe00",0,0,0
1955,22,"BAL",10,"S/ShawGe00",10,1,0
1956,23,"BAL",3,"S/ShawGe00",13,1,0
1957,24,"BAL",1,"S/ShawGe00",14,1,0
1958,25,"BAL",7,"S/ShawGe00",21,1,0
1959,26,"NYG",1,"S/ShawGe00",22,1,0
1960,27,"NYG",11,"S/ShawGe00",33,1,0
1961,28,"MIN",4,"S/ShawGe00",37,1,0
1962,29,"DEN",4,"S/ShawGe00",41,1,0
1947,22,"CHI",0,"L/LujaJo00",0,0,0
1948,23,"CHI",6,"L/LujaJo00",6,1,0
1949,24,"CHI",23,"L/LujaJo00",29,1,0
1950,25,"CHI",4,"L/LujaJo00",33,1,0
1951,26,"CHI",8,"L/LujaJo00",41,1,0
2005,25,"MIN",0,"H/HillSh00",0,1,0
2007,27,"SFO",5,"H/HillSh00",5,1,0
2008,28,"SFO",13,"H/HillSh00",18,1,0
2009,29,"SFO",5,"H/HillSh00",23,1,0
2010,30,"DET",16,"H/HillSh00",39,1,0
2011,31,"DET",0,"H/HillSh00",39,1,0
2012,32,"DET",2,"H/HillSh00",41,1,0
2013,33,"DET",0,"H/HillSh00",41,1,0
2013.41176470588,33.4117647058824,"STL",0,"H/HillSh00",41,1,1
2011,22,"PHI",0,"F/FoleNi00",0,0,0
2012,23,"PHI",6,"F/FoleNi00",6,1,0
2013,24,"PHI",27,"F/FoleNi00",33,1,0
2013.41176470588,24.4117647058824,"PHI",10,"F/FoleNi00",43,1,1
1992,23,"TAM",0,"E/EricCr00",0,1,0
1993,24,"TAM",18,"E/EricCr00",18,1,0
1994,25,"TAM",16,"E/EricCr00",34,1,0
1995,26,"IND",3,"E/EricCr00",37,1,0
1996,27,"MIA",4,"E/EricCr00",41,1,0
1997,28,"MIA",0,"E/EricCr00",41,1,0
1945,20,"CHR",0,"H/HoerBo00",0,0,0
1946,21,"CHR",14,"H/HoerBo00",14,1,0
1947,22,"2TM",4,"H/HoerBo00",18,1,0
1948,23,"BDA",8,"H/HoerBo00",26,1,0
1949,24,"CHH",6,"H/HoerBo00",32,1,0
1950,25,"DET",1,"H/HoerBo00",33,1,0
1951,26,"DET",2,"H/HoerBo00",35,1,0
1952,27,"DET",2,"H/HoerBo00",37,1,0
1953,28,"DET",1,"H/HoerBo00",38,1,0
1954,29,"DET",3,"H/HoerBo00",41,1,0
1955,30,"DET",1,"H/HoerBo00",42,1,0
2011,23,"MIA",0,"T/TannRy00",0,0,0
2012,24,"MIA",12,"T/TannRy00",12,1,0
2013,25,"MIA",24,"T/TannRy00",36,1,0
2013.41176470588,25.4117647058824,"MIA",10,"T/TannRy00",46,1,1
1985,23,"IND",0,"T/TrudJa00",0,0,0
1986,24,"IND",8,"T/TrudJa00",8,1,0
1987,25,"IND",6,"T/TrudJa00",14,1,0
1988,26,"IND",0,"T/TrudJa00",14,1,0
1989,27,"IND",15,"T/TrudJa00",29,1,0
1990,28,"IND",6,"T/TrudJa00",35,1,0
1991,29,"IND",0,"T/TrudJa00",35,1,0
1992,30,"IND",4,"T/TrudJa00",39,1,0
1993,31,"IND",2,"T/TrudJa00",41,1,0
1994,32,"NYJ",1,"T/TrudJa00",42,1,0
1995,33,"CAR",0,"T/TrudJa00",42,1,0
1965,23,"SDG",0,"T/TensSt00",0,1,0
1966,24,"SDG",5,"T/TensSt00",5,1,0
1967,25,"DEN",16,"T/TensSt00",21,1,0
1968,26,"DEN",5,"T/TensSt00",26,1,0
1969,27,"DEN",14,"T/TensSt00",40,1,0
1970,28,"DEN",3,"T/TensSt00",43,1,0
1963,22,"BAL",0,"C/CuozGa00",0,1,0
1964,23,"BAL",2,"C/CuozGa00",2,1,0
1965,24,"BAL",7,"C/CuozGa00",9,1,0
1966,25,"BAL",4,"C/CuozGa00",13,1,0
1967,26,"NOR",7,"C/CuozGa00",20,1,0
1968,27,"MIN",1,"C/CuozGa00",21,1,0
1969,28,"MIN",4,"C/CuozGa00",25,1,0
1970,29,"MIN",7,"C/CuozGa00",32,1,0
1971,30,"MIN",6,"C/CuozGa00",38,1,0
1972,31,"STL",5,"C/CuozGa00",43,1,0
1963,21,"KAN",0,"B/BeatPe00",0,0,0
1964,22,"KAN",1,"B/BeatPe00",1,1,0
1965,23,"KAN",1,"B/BeatPe00",2,1,0
1966,24,"KAN",4,"B/BeatPe00",6,1,0
1967,25,"2TM",9,"B/BeatPe00",15,1,0
1968,26,"HOU",7,"B/BeatPe00",22,1,0
1969,27,"HOU",10,"B/BeatPe00",32,1,0
1970,28,"STL",2,"B/BeatPe00",34,1,0
1971,29,"STL",6,"B/BeatPe00",40,1,0
1972,30,"RAM",1,"B/BeatPe00",41,1,0
1973,31,"KAN",2,"B/BeatPe00",43,1,0
1940,22,"WAS",0,"Z/ZimmRo20",0,1,0
1941,23,"WAS",0,"Z/ZimmRo20",0,1,0
1942,24,"WAS",0,"Z/ZimmRo20",0,1,0
1943,25,"PHI",9,"Z/ZimmRo20",9,1,0
1944,26,"PHI",8,"Z/ZimmRo20",17,1,0
1945,27,"PHI",9,"Z/ZimmRo20",26,1,0
1946,28,"PHI",4,"Z/ZimmRo20",30,1,0
1947,29,"DET",7,"Z/ZimmRo20",37,1,0
1948,30,"BOS",7,"Z/ZimmRo20",44,1,0
1992,22,"NYG",0,"B/BrowDa00",0,1,0
1993,23,"NYG",0,"B/BrowDa00",0,1,0
1994,24,"NYG",12,"B/BrowDa00",12,1,0
1995,25,"NYG",11,"B/BrowDa00",23,1,0
1996,26,"NYG",12,"B/BrowDa00",35,1,0
1997,27,"NYG",5,"B/BrowDa00",40,1,0
1998,28,"ARI",0,"B/BrowDa00",40,1,0
1999,29,"ARI",2,"B/BrowDa00",42,1,0
2000,30,"ARI",2,"B/BrowDa00",44,1,0
2001,31,"ARI",0,"B/BrowDa00",44,1,0
1945,25,"BDA",0,"D/DobbGl20",0,0,0
1946,26,"BDA",13,"D/DobbGl20",13,1,0
1947,27,"2TM",7,"D/DobbGl20",20,1,0
1948,28,"LAD",21,"D/DobbGl20",41,1,0
1949,29,"LAD",4,"D/DobbGl20",45,1,0
1989,22,"SDG",0,"F/FrieJo00",0,0,0
1990,23,"SDG",1,"F/FrieJo00",1,1,0
1991,24,"SDG",12,"F/FrieJo00",13,1,0
1993,26,"SDG",6,"F/FrieJo00",19,1,0
1994,27,"WAS",10,"F/FrieJo00",29,1,0
1995,28,"SEA",6,"F/FrieJo00",35,1,0
1996,29,"SEA",8,"F/FrieJo00",43,1,0
1997,30,"SEA",0,"F/FrieJo00",43,1,0
1998,31,"SEA",2,"F/FrieJo00",45,1,0
1999,32,"NWE",0,"F/FrieJo00",45,1,0
2000,33,"NWE",0,"F/FrieJo00",45,1,0
1968,21,"BUF",0,"H/HarrJa01",0,0,0
1969,22,"BUF",1,"H/HarrJa01",1,1,0
1970,23,"BUF",3,"H/HarrJa01",4,1,0
1971,24,"BUF",1,"H/HarrJa01",5,1,0
1973,26,"RAM",0,"H/HarrJa01",5,1,0
1974,27,"RAM",11,"H/HarrJa01",16,1,0
1975,28,"RAM",14,"H/HarrJa01",30,1,0
1976,29,"RAM",8,"H/HarrJa01",38,1,0
1977,30,"SDG",5,"H/HarrJa01",43,1,0
1978,31,"SDG",2,"H/HarrJa01",45,1,0
1979,32,"SDG",0,"H/HarrJa01",45,1,0
1974,24,"MIA",0,"S/StroDo00",0,1,0
1975,25,"MIA",2,"S/StroDo00",2,1,0
1976,26,"MIA",3,"S/StroDo00",5,1,0
1977,27,"MIA",0,"S/StroDo00",5,1,0
1978,28,"MIA",12,"S/StroDo00",17,1,0
1979,29,"MIA",6,"S/StroDo00",23,1,0
1980,30,"MIA",1,"S/StroDo00",24,1,0
1981,31,"MIA",6,"S/StroDo00",30,1,0
1982,32,"MIA",2,"S/StroDo00",32,1,0
1983,33,"MIA",4,"S/StroDo00",36,1,0
1984,34,"MIA",0,"S/StroDo00",36,1,0
1985,35,"MIA",1,"S/StroDo00",37,1,0
1986,36,"MIA",2,"S/StroDo00",39,1,0
1987,37,"MIA",0,"S/StroDo00",39,1,0
1988,38,"CLE",6,"S/StroDo00",45,1,0
1959,20,"HOU",0,"L/LeexJa00",0,0,0
1960,21,"HOU",5,"L/LeexJa00",5,1,0
1961,22,"HOU",12,"L/LeexJa00",17,1,0
1962,23,"HOU",4,"L/LeexJa00",21,1,0
1963,24,"HOU",2,"L/LeexJa00",23,1,0
1964,25,"DEN",11,"L/LeexJa00",34,1,0
1965,26,"DEN",5,"L/LeexJa00",39,1,0
1966,27,"HOU",0,"L/LeexJa00",39,1,0
1967,28,"2TM",3,"L/LeexJa00",42,1,0
1968,29,"KAN",3,"L/LeexJa00",45,1,0
1969,30,"KAN",1,"L/LeexJa00",46,1,0
2005,22,"TEN",0,"Y/YounVi00",0,0,0
2006,23,"TEN",12,"Y/YounVi00",12,1,0
2007,24,"TEN",9,"Y/YounVi00",21,1,0
2008,25,"TEN",1,"Y/YounVi00",22,1,0
2009,26,"TEN",10,"Y/YounVi00",32,1,0
2010,27,"TEN",10,"Y/YounVi00",42,1,0
2011,28,"PHI",4,"Y/YounVi00",46,1,0
1937,21,"2TM",0,"F/FilcFr20",0,0,0
1938,22,"2TM",3,"F/FilcFr20",3,1,0
1939,23,"WAS",11,"F/FilcFr20",14,1,0
1940,24,"WAS",6,"F/FilcFr20",20,1,0
1941,25,"WAS",1,"F/FilcFr20",21,1,0
1944,28,"WAS",13,"F/FilcFr20",34,1,0
1945,29,"WAS",1,"F/FilcFr20",35,1,0
1946,30,"NYG",12,"F/FilcFr20",47,1,0
1950,34,"BAL",0,"F/FilcFr20",47,1,0
1979,21,"MIA",0,"W/WoodDa00",0,0,0
1980,22,"MIA",14,"W/WoodDa00",14,1,0
1981,23,"MIA",12,"W/WoodDa00",26,1,0
1982,24,"MIA",5,"W/WoodDa00",31,1,0
1983,25,"MIA",3,"W/WoodDa00",34,1,0
1984,26,"PIT",8,"W/WoodDa00",42,1,0
1985,27,"PIT",6,"W/WoodDa00",48,1,0
1991,20,"DEN",0,"M/MaddTo00",0,0,0
1992,21,"DEN",5,"M/MaddTo00",5,1,0
1993,22,"DEN",1,"M/MaddTo00",6,1,0
1994,23,"RAM",0,"M/MaddTo00",6,1,0
1995,24,"NYG",0,"M/MaddTo00",6,1,0
2001,30,"PIT",1,"M/MaddTo00",7,1,0
2002,31,"PIT",20,"M/MaddTo00",27,1,0
2003,32,"PIT",18,"M/MaddTo00",45,1,0
2004,33,"PIT",1,"M/MaddTo00",46,1,0
2005,34,"PIT",2,"M/MaddTo00",48,1,0
2002,21,"BAL",0,"B/BollKy00",0,0,0
2003,22,"BAL",7,"B/BollKy00",7,1,0
2004,23,"BAL",13,"B/BollKy00",20,1,0
2005,24,"BAL",11,"B/BollKy00",31,1,0
2006,25,"BAL",5,"B/BollKy00",36,1,0
2007,26,"BAL",9,"B/BollKy00",45,1,0
2009,28,"STL",3,"B/BollKy00",48,1,0
2010,29,"OAK",0,"B/BollKy00",48,1,0
2011,30,"OAK",0,"B/BollKy00",48,1,0
1980,22,"DAL",0,"H/HogeGa00",0,1,0
1981,23,"DAL",0,"H/HogeGa00",0,1,0
1982,24,"DAL",0,"H/HogeGa00",0,1,0
1983,25,"DAL",1,"H/HogeGa00",1,1,0
1984,26,"DAL",7,"H/HogeGa00",8,1,0
1985,27,"DAL",5,"H/HogeGa00",13,1,0
1986,28,"IND",6,"H/HogeGa00",19,1,0
1987,29,"IND",9,"H/HogeGa00",28,1,0
1988,30,"IND",7,"H/HogeGa00",35,1,0
1989,31,"PHO",14,"H/HogeGa00",49,1,0
1981,21,"BAL",0,"P/PageMi00",0,0,0
1982,22,"BAL",5,"P/PageMi00",5,1,0
1983,23,"BAL",12,"P/PageMi00",17,1,0
1984,24,"IND",8,"P/PageMi00",25,1,0
1985,25,"IND",14,"P/PageMi00",39,1,0
1986,26,"CLE",0,"P/PageMi00",39,1,0
1987,27,"CLE",0,"P/PageMi00",39,1,0
1988,28,"CLE",3,"P/PageMi00",42,1,0
1989,29,"CLE",1,"P/PageMi00",43,1,0
1990,30,"CLE",3,"P/PageMi00",46,1,0
1991,31,"RAM",2,"P/PageMi00",48,1,0
1992,32,"RAM",1,"P/PageMi00",49,1,0
1993,33,"RAM",0,"P/PageMi00",49,1,0
1992,22,"SEA",0,"M/MireRi00",0,0,0
1993,23,"SEA",12,"M/MireRi00",12,1,0
1994,24,"SEA",11,"M/MireRi00",23,1,0
1995,25,"SEA",13,"M/MireRi00",36,1,0
1996,26,"SEA",5,"M/MireRi00",41,1,0
1997,27,"CHI",0,"M/MireRi00",41,1,0
1999,29,"NYJ",5,"M/MireRi00",46,1,0
2000,30,"SFO",1,"M/MireRi00",47,1,0
2003,33,"OAK",3,"M/MireRi00",50,1,0
1965,21,"ATL",0,"J/JohnRa00",0,0,0
1966,22,"ATL",12,"J/JohnRa00",12,1,0
