year,exporter,report_by_exporter,exp,imp,final,onlyfinal,exportreporter,export_value,inatlas
1964,"BDI",0,0,57,55,55,0,2.98e+07,0
1964,"BEL",1,21899,16485,24383,2791,5.500e+09,5.30e+09,1
1964,"BEN",1,173,159,265,94,13021846,1.63e+07,0
1964,"BES",0,0,0,0,0,0,0,0
1964,"BFA",1,227,108,256,52,11209420,1.41e+07,0
1964,"BGD",0,0,0,0,0,0,0,1
1964,"BGR",0,0,1860,1816,1816,0,1.41e+08,1
1964,"BHR",0,0,260,258,258,0,1.28e+08,0
1964,"BHS",0,0,199,197,197,0,2.49e+07,0
1964,"BIH",0,0,0,0,0,0,0,1
1964,"BLR",0,0,0,0,0,0,0,1
1964,"BLZ",0,0,4,4,4,0,34595,0
1964,"BMU",0,0,350,330,330,0,2.59e+07,0
1964,"BOL",1,141,200,269,129,1.121e+08,1.70e+08,1
1964,"BRA",1,2656,2592,3560,935,1.362e+09,1.52e+09,1
1964,"BRB",0,0,114,113,113,0,3.11e+07,0
1964,"BRN",1,210,61,243,34,60383289,6.71e+07,0
1964,"BTN",0,0,0,0,0,0,0,0
1964,"BVT",0,0,0,0,0,0,0,0
1964,"BWA",0,0,0,0,0,0,0,1
1964,"CAF",1,112,75,137,30,28639436,3.14e+07,0
1964,"CAN",1,15048,10571,17563,3019,7.308e+09,7.62e+09,1
1964,"CCK",0,0,0,0,0,0,0,0
1964,"CHE",1,20690,15492,22467,2117,2.585e+09,2.58e+09,1
1964,"CHL",1,927,981,1313,400,6.244e+08,6.66e+08,1
1964,"CHN",0,0,5529,5442,5442,0,1.02e+09,1
1964,"CIV",1,1174,760,1414,311,2.934e+08,3.36e+08,1
1964,"CMR",1,665,487,845,202,1.394e+08,1.68e+08,1
1964,"COD",0,0,575,564,564,0,4.08e+08,0
1964,"COG",1,290,210,417,131,46616573,5.88e+07,1
1964,"COK",0,0,0,0,0,0,0,0
1964,"COL",1,1211,892,1532,335,5.405e+08,5.73e+08,1
1964,"COM",0,0,19,19,19,0,1995250,0
1964,"CPV",0,0,0,0,0,0,0,0
1964,"CRI",0,0,507,494,494,0,1.04e+08,1
1964,"CUB",0,0,283,280,280,0,2.63e+08,1
1964,"CUW",0,0,0,0,0,0,0,0
1964,"CXR",0,0,0,0,0,0,0,0
1964,"CYM",0,0,0,0,0,0,0,0
1964,"CYP",0,0,492,476,476,0,5.69e+07,0
1964,"CZE",0,0,0,0,0,0,0,1
1964,"DEU",1,47051,30496,49791,3093,1.553e+10,1.54e+10,1
1964,"DJI",0,0,46,44,44,0,1208749,0
1964,"DMA",0,0,0,0,0,0,0,0
1964,"DNK",1,17316,13233,18787,1922,2.005e+09,1.95e+09,1
1964,"DOM",0,0,316,312,312,0,1.82e+08,1
1964,"DZA",0,0,1207,1188,1188,0,7.43e+08,1
1964,"ECU",1,287,381,493,208,1.298e+08,1.95e+08,1
1964,"EGY",0,0,1351,1302,1302,0,2.89e+08,1
1964,"ERI",0,0,0,0,0,0,0,0
1964,"ESH",0,0,0,0,0,0,0,0
1964,"ESP",1,8315,7622,9992,1940,9.283e+08,1.12e+09,1
1964,"EST",0,0,0,0,0,0,0,1
1964,"ETH",0,0,469,456,456,0,9.24e+07,1
1964,"FIN",1,5156,4275,5765,893,1.115e+09,1.18e+09,1
1964,"FJI",0,0,93,92,92,0,4.03e+07,0
1964,"FLK",0,0,0,0,0,0,0,0
1964,"FRA",1,44448,29173,46360,2265,8.801e+09,8.64e+09,1
1964,"FRO",0,0,0,0,0,0,0,0
1964,"FSM",0,0,0,0,0,0,0,0
1964,"GAB",1,284,148,333,51,89613972,1.10e+08,1
1964,"GBR",1,51705,30698,54523,3172,1.207e+10,1.24e+10,1
1964,"GEO",0,0,0,0,0,0,0,1
1964,"GHA",1,520,713,922,413,2.719e+08,2.99e+08,1
1964,"GIB",0,0,3,3,3,0,14735,0
1964,"GIN",0,0,180,171,171,0,4.53e+07,1
1964,"GLP",0,0,80,76,76,0,4.54e+07,0
1964,"GMB",1,35,93,120,85,9144376,1.51e+07,0
1964,"GNB",0,0,123,122,122,0,1.45e+07,0
1964,"GNQ",0,0,52,50,50,0,3482486,0
1964,"GRC",1,2277,2201,3041,798,2.692e+08,2.99e+08,1
1964,"GRD",0,0,0,0,0,0,0,0
1964,"GRL",0,0,0,0,0,0,0,0
1964,"GTM",0,0,761,755,755,0,1.80e+08,1
1964,"GUF",0,0,24,22,22,0,3150812,0
1964,"GUM",0,0,0,0,0,0,0,0
1964,"GUY",0,0,225,222,222,0,9.05e+07,0
1964,"HKG",1,11578,7867,13067,1663,9.792e+08,1.02e+09,0
1964,"HMD",0,0,0,0,0,0,0,0
1964,"HND",1,386,333,545,165,91943800,1.03e+08,1
1964,"HRV",0,0,0,0,0,0,0,1
1964,"HTI",0,0,258,254,254,0,4.60e+07,0
1964,"HUN",1,644,5215,5525,4923,18175094,3.31e+08,1
1964,"IDN",0,0,1002,982,982,0,6.99e+08,1
1964,"IND",1,7069,5540,9179,2366,1.467e+09,1.60e+09,1
1964,"IRL",1,2716,2628,3606,1023,5.739e+08,6.22e+08,1
1964,"IRN",1,1201,1044,1750,562,1.168e+09,1.32e+09,1
1964,"IRQ",0,0,502,484,484,0,8.31e+08,0
1964,"ISL",1,313,486,552,240,97938726,1.07e+08,0
1964,"ISR",1,3977,3170,4927,1132,3.436e+08,3.51e+08,1
1964,"ITA",1,34553,22216,36539,2367,5.684e+09,5.51e+09,1
1964,"JAM",0,0,550,542,542,0,2.54e+08,1
1964,"JOR",1,652,143,736,102,23147631,2.71e+07,1
1964,"JPN",1,29106,19239,31093,2371,6.138e+09,6.16e+09,1
1964,"KAZ",0,0,0,0,0,0,0,1
1964,"KEN",0,0,1052,1026,1026,0,1.83e+08,1
1964,"KGZ",0,0,0,0,0,0,0,1
1964,"KHM",1,266,233,410,146,83456563,9.53e+07,1
1964,"KIR",0,0,0,0,0,0,0,0
1964,"KNA",0,0,0,0,0,0,0,0
1964,"KOR",1,1418,1169,1682,321,1.162e+08,1.25e+08,1
1964,"KWT",0,0,434,421,421,0,1.56e+09,1
1964,"LAO",1,13,51,58,46,877354,2419076,1
1964,"LBN",0,0,1385,1353,1353,0,1.24e+08,1
1964,"LBR",0,0,261,255,255,0,1.70e+08,0
1964,"LBY",1,491,307,633,174,7.078e+08,7.02e+08,1
1964,"LCA",0,0,0,0,0,0,0,0
1964,"LKA",1,658,635,947,304,3.601e+08,3.76e+08,1
1964,"LSO",0,0,0,0,0,0,0,0
1964,"LTU",0,0,0,0,0,0,0,1
1964,"LUX",0,0,0,0,0,0,0,0
1964,"LVA",0,0,0,0,0,0,0,1
1964,"MAC",0,0,3,3,3,0,363334,0
1964,"MAF",0,0,0,0,0,0,0,0
1964,"MAR",1,2271,1835,2681,469,4.135e+08,4.98e+08,1
1964,"MDA",0,0,0,0,0,0,0,1
1964,"MDG",1,556,391,734,186,91384332,1.05e+08,1
1964,"MDV",0,0,0,0,0,0,0,0
1964,"MEX",1,3148,2769,4178,1156,9.041e+08,1.06e+09,1
1964,"MHL",0,0,0,0,0,0,0,0
1964,"MKD",0,0,0,0,0,0,0,1
1964,"MLI",1,217,133,284,76,12318591,1.69e+07,1
1964,"MLT",0,0,565,541,541,0,1.13e+07,0
1964,"MMR",1,315,429,541,227,2.140e+08,2.33e+08,0
1964,"MNE",0,0,0,0,0,0,0,0
1964,"MNG",0,0,49,47,47,0,4875068,1
1964,"MNP",0,0,0,0,0,0,0,0
1964,"MOZ",0,0,492,480,480,0,1.11e+08,1
1964,"MRT",1,56,74,87,31,45732170,5.58e+07,1
1964,"MSR",0,0,0,0,0,0,0,0
1964,"MTQ",0,0,41,40,40,0,3.52e+07,0
1964,"MUS",0,0,89,87,87,0,7.47e+07,1
1964,"MWI",0,0,0,0,0,0,0,1
1964,"MYS",1,2215,2415,3148,1017,1.055e+09,1.30e+09,1
1964,"MYT",0,0,0,0,0,0,0,0
1964,"NAM",0,0,0,0,0,0,0,1
1964,"NCL",0,0,81,78,78,0,5.55e+07,0
1964,"NER",1,160,99,234,74,21108485,3.31e+07,0
1964,"NFK",0,0,0,0,0,0,0,0
1964,"NGA",1,857,1353,1716,881,5.678e+08,5.99e+08,1
1964,"NIC",0,0,366,341,341,0,1.16e+08,1
1964,"NIU",0,0,0,0,0,0,0,0
1964,"NLD",1,26382,22251,31496,5415,4.864e+09,5.31e+09,1
1964,"NOR",1,9075,7961,10321,1583,1.187e+09,1.29e+09,1
1964,"NPL",0,0,95,92,92,0,8317959,0
1964,"NRU",0,0,0,0,0,0,0,0
1964,"NZL",1,2016,1699,2653,673,1.041e+09,1.11e+09,1
1964,"OMN",0,0,210,202,202,0,1.12e+08,1
1964,"PAK",1,2536,1551,3165,676,4.686e+08,5.06e+08,1
1964,"PAN",1,203,1005,1123,925,56138557,1.15e+08,0
1964,"PCN",0,0,0,0,0,0,0,0
1964,"PER",1,911,1074,1346,460,6.597e+08,7.76e+08,1
1964,"PHL",1,621,927,1091,480,7.246e+08,7.67e+08,1
1964,"PLW",0,0,0,0,0,0,0,0
1964,"PNG",0,0,113,112,112,0,3.30e+07,1
1964,"POL",0,0,6557,6484,6484,0,7.28e+08,1
1964,"PRT",1,5592,3796,6536,1132,5.058e+08,5.38e+08,1
1964,"PRY",1,252,364,442,191,43136341,6.14e+07,1
1964,"PSE",0,0,0,0,0,0,0,0
1964,"PYF",0,0,26,24,24,0,5488980,0
1964,"QAT",0,0,131,128,128,0,1.45e+08,1
1964,"REU",0,0,65,64,64,0,3.68e+07,0
1964,"ROU",0,0,1877,1847,1847,0,2.66e+08,1
1964,"RUS",0,0,0,0,0,0,0,1
1964,"RWA",0,0,7,7,7,0,100939,0
1964,"SAU",0,0,285,281,281,0,9.59e+08,1
1964,"SDN",1,694,481,881,213,1.824e+08,1.87e+08,0
1964,"SEN",1,568,583,948,390,1.215e+08,1.63e+08,1
1964,"SGP",1,4404,1835,4596,299,8.541e+08,6.86e+08,0
1964,"SGS",0,0,0,0,0,0,0,0
1964,"SHN",0,0,0,0,0,0,0,0
1964,"SLB",0,0,0,0,0,0,0,0
1964,"SLE",1,60,213,229,170,70538049,1.03e+08,0
1964,"SLV",1,810,401,925,140,1.772e+08,1.71e+08,1
1964,"SMR",0,0,0,0,0,0,0,0
1964,"SOM",0,0,91,90,90,0,1.64e+07,0
1964,"SPM",0,0,27,27,27,0,1299655,0
1964,"SRB",0,0,0,0,0,0,0,1
1964,"STP",0,0,0,0,0,0,0,0
1964,"SUR",0,0,217,208,208,0,4.89e+07,0
1964,"SVK",0,0,0,0,0,0,0,1
1964,"SVN",0,0,0,0,0,0,0,1
1964,"SWE",1,19542,15481,21746,2501,3.321e+09,3.63e+09,1
1964,"SWZ",0,0,0,0,0,0,0,0
1964,"SYC",0,0,0,0,0,0,0,0
1964,"SYR",0,0,691,669,669,0,1.46e+08,1
1964,"TCA",0,0,0,0,0,0,0,0
1964,"TCD",1,114,60,145,33,25803258,2.57e+07,0
1964,"TGO",1,201,150,255,57,29669870,3.39e+07,0
1964,"THA",1,1764,1472,2210,475,5.780e+08,6.00e+08,1
1964,"TJK",0,0,0,0,0,0,0,1
1964,"TKL",0,0,0,0,0,0,0,0
1964,"TKM",0,0,0,0,0,0,0,1
1964,"TLS",0,0,514,497,497,0,5.61e+07,0
1964,"TON",0,0,0,0,0,0,0,0
1964,"TTO",0,0,619,609,609,0,2.64e+08,1
1964,"TUN",1,751,631,967,224,1.220e+08,1.76e+08,1
1964,"TUR",1,1332,1341,1805,512,3.892e+08,4.26e+08,1
1964,"TUV",0,0,0,0,0,0,0,0
1964,"TZA",0,0,726,722,722,0,1.63e+08,1
1964,"UGA",0,0,203,202,202,0,1.01e+08,1
1964,"UKR",0,0,0,0,0,0,0,1
1964,"UMI",0,0,0,0,0,0,0,0
1964,"URY",0,0,684,678,678,0,1.65e+08,1
1964,"USA",1,48847,32316,53649,5287,2.403e+10,2.52e+10,1
1964,"UZB",0,0,0,0,0,0,0,1
1964,"VAT",0,0,0,0,0,0,0,0
1964,"VCT",0,0,0,0,0,0,0,0
1964,"VEN",1,1083,867,1587,521,2.050e+09,2.42e+09,1
1964,"VNM",1,227,520,577,358,47658715,8.63e+07,1
1964,"VUT",0,0,125,121,121,0,4.99e+07,0
1964,"WLF",0,0,0,0,0,0,0,0
1964,"WSM",1,25,28,42,17,6824865,8790477,0
1964,"YEM",0,0,42,42,42,0,3762904,1
1964,"YUG",1,5518,4254,6705,1334,6.664e+08,6.89e+08,0
1964,"ZAF",0,0,3503,3447,3447,0,1.24e+09,1
1964,"ZMB",0,0,0,0,0,0,0,1
1964,"ZWE",0,0,956,944,944,0,6.29e+08,1
1965,"ABW",0,0,0,0,0,0,0,0
1965,"AFG",1,145,187,258,113,62704081,6.94e+07,0
1965,"AGO",0,0,545,534,534,0,1.94e+08,1
1965,"AIA",0,0,0,0,0,0,0,0
1965,"ALB",0,0,113,109,109,0,5015400,1
1965,"AND",0,0,2,2,2,0,110116,0
1965,"ANT",1,728,587,1059,336,5.918e+08,6.31e+08,0
1965,"ARE",0,0,0,0,0,0,0,1
1965,"ARG",1,3294,3404,4527,1298,1.398e+09,1.60e+09,1
1965,"ARM",0,0,0,0,0,0,0,0
1965,"ASM",0,0,0,0,0,0,0,0
1965,"ATA",0,0,0,0,0,0,0,0
1965,"ATG",0,0,0,0,0,0,0,0
1965,"AUS",1,9726,6824,11824,2300,2.793e+09,2.99e+09,1
1965,"AUT",1,14491,11484,16226,2015,1.445e+09,1.43e+09,1
1965,"AZE",0,0,0,0,0,0,0,1
1965,"BDI",1,91,98,166,77,5749399,2.41e+07,0
1965,"BEL",1,23400,18422,25946,2927,6.265e+09,6.00e+09,1
1965,"BEN",1,213,184,305,96,13295083,1.76e+07,0
1965,"BES",0,0,0,0,0,0,0,0
1965,"BFA",1,205,87,235,35,13731944,1.53e+07,0
1965,"BGD",0,0,0,0,0,0,0,1
1965,"BGR",0,0,2219,2187,2187,0,2.00e+08,1
1965,"BHR",0,0,243,243,243,0,1.17e+08,0
1965,"BHS",0,0,182,178,178,0,2.55e+07,0
1965,"BIH",0,0,0,0,0,0,0,1
1965,"BLR",0,0,0,0,0,0,0,1
1965,"BLZ",0,0,0,0,0,0,0,0
1965,"BMU",0,0,332,328,328,0,1.87e+07,0
1965,"BOL",1,150,166,251,101,1.289e+08,2.01e+08,1
1965,"BRA",1,3225,3274,4257,1118,1.533e+09,1.70e+09,1
1965,"BRB",0,0,159,156,156,0,2.75e+07,0
1965,"BRN",1,277,57,300,24,65030255,7.51e+07,0
1965,"BTN",0,0,1,1,1,0,3111,0
1965,"BVT",0,0,0,0,0,0,0,0
1965,"BWA",0,0,0,0,0,0,0,1
1965,"CAF",1,101,97,138,38,26117443,2.86e+07,0
1965,"CAN",1,15016,11445,18132,3562,7.840e+09,8.20e+09,1
1965,"CCK",0,0,0,0,0,0,0,0
1965,"CHE",1,21489,17075,23538,2485,2.880e+09,2.87e+09,1
1965,"CHL",1,973,1020,1396,434,6.875e+08,7.73e+08,1
1965,"CHN",0,0,6971,6888,6888,0,1.28e+09,1
1965,"CIV",1,1321,803,1557,284,2.682e+08,3.21e+08,1
1965,"CMR",1,624,513,853,253,1.184e+08,1.64e+08,1
1965,"COD",1,443,656,873,448,3.341e+08,4.25e+08,0
1965,"COG",1,262,240,415,159,46097121,5.78e+07,1
1965,"COK",0,0,0,0,0,0,0,0
1965,"COL",1,1446,1422,1925,549,5.302e+08,6.00e+08,1
1965,"COM",0,0,20,19,19,0,2118570,0
1965,"CPV",0,0,0,0,0,0,0,0
1965,"CRI",1,721,996,1115,424,1.089e+08,1.23e+08,1
1965,"CUB",0,0,274,273,273,0,1.65e+08,1
1965,"CUW",0,0,0,0,0,0,0,0
1965,"CXR",0,0,0,0,0,0,0,0
1965,"CYM",0,0,0,0,0,0,0,0
1965,"CYP",0,0,561,550,550,0,7.04e+07,0
1965,"CZE",0,0,0,0,0,0,0,1
1965,"DEU",1,48849,33352,51702,3289,1.724e+10,1.67e+10,1
1965,"DJI",0,0,50,48,48,0,462952,0
1965,"DMA",0,0,2,2,2,0,5374,0
1965,"DNK",1,17980,14283,19654,2180,2.195e+09,2.15e+09,1
1965,"DOM",0,0,295,292,292,0,1.32e+08,1
1965,"DZA",0,0,1114,1098,1098,0,7.28e+08,1
1965,"ECU",1,297,419,522,229,1.317e+08,2.19e+08,1
1965,"EGY",1,1573,1348,2195,652,3.660e+08,4.26e+08,1
1965,"ERI",0,0,0,0,0,0,0,0
1965,"ESH",0,0,0,0,0,0,0,0
1965,"ESP",1,9296,8514,11080,2048,9.424e+08,1.18e+09,1
1965,"EST",0,0,0,0,0,0,0,1
1965,"ETH",0,0,509,500,500,0,1.02e+08,1
1965,"FIN",1,5720,4869,6468,1029,1.178e+09,1.26e+09,1
1965,"FJI",0,0,82,82,82,0,3.62e+07,0
1965,"FLK",0,0,0,0,0,0,0,0
1965,"FRA",1,45782,30787,47708,2439,9.807e+09,9.70e+09,1
1965,"FRO",0,0,2,2,2,0,5025,0
1965,"FSM",0,0,0,0,0,0,0,0
1965,"GAB",1,297,156,336,43,95052725,1.22e+08,1
1965,"GBR",1,53077,32743,56112,3520,1.337e+10,1.35e+10,1
1965,"GEO",0,0,0,0,0,0,0,1
1965,"GHA",1,413,682,851,448,2.518e+08,2.63e+08,1
1965,"GIB",0,0,3,3,3,0,20690,0
1965,"GIN",0,0,164,155,155,0,5.32e+07,1
1965,"GLP",0,0,93,92,92,0,5.03e+07,0
1965,"GMB",0,0,75,75,75,0,1.10e+07,0
1965,"GNB",0,0,120,116,116,0,1.14e+07,0
1965,"GNQ",0,0,39,33,33,0,2139675,0
1965,"GRC",1,2572,2482,3447,952,2.803e+08,3.22e+08,1
1965,"GRD",0,0,1,1,1,0,1502,0
1965,"GRL",0,0,0,0,0,0,0,0
1965,"GTM",1,792,1128,1290,523,1.813e+08,2.12e+08,1
1965,"GUF",0,0,46,46,46,0,4119242,0
1965,"GUM",0,0,0,0,0,0,0,0
1965,"GUY",0,0,308,307,307,0,8.46e+07,0
1965,"HKG",1,12605,8329,14165,1777,1.107e+09,1.15e+09,0
1965,"HMD",0,0,0,0,0,0,0,0
1965,"HND",1,454,602,724,284,1.255e+08,1.44e+08,1
1965,"HRV",0,0,0,0,0,0,0,1
1965,"HTI",0,0,273,264,264,0,4.45e+07,0
1965,"HUN",1,728,5834,6192,5506,19962054,3.67e+08,1
1965,"IDN",0,0,995,983,983,0,7.21e+08,1
1965,"IND",1,8115,6067,10495,2610,1.391e+09,1.63e+09,1
1965,"IRL",1,2930,2976,4021,1251,5.737e+08,6.45e+08,1
1965,"IRN",1,1203,1084,1778,606,1.203e+09,1.44e+09,1
1965,"IRQ",0,0,479,465,465,0,8.65e+08,0
1965,"ISL",1,319,532,604,287,1.176e+08,1.19e+08,0
1965,"ISR",1,4568,3578,5381,1060,3.946e+08,4.21e+08,1
1965,"ITA",1,36387,24387,38408,2540,6.906e+09,6.66e+09,1
1965,"JAM",0,0,625,622,622,0,2.55e+08,1
1965,"JOR",1,595,153,696,113,26474580,2.90e+07,1
1965,"JPN",1,31167,21312,33028,2374,7.815e+09,7.80e+09,1
1965,"KAZ",0,0,0,0,0,0,0,1
1965,"KEN",0,0,1184,1162,1162,0,1.50e+08,1
1965,"KGZ",0,0,0,0,0,0,0,1
1965,"KHM",1,308,208,429,121,1.026e+08,1.01e+08,1
1965,"KIR",0,0,0,0,0,0,0,0
1965,"KNA",0,0,0,0,0,0,0,0
1965,"KOR",1,1874,1404,2132,382,1.716e+08,1.76e+08,1
1965,"KWT",0,0,533,529,529,0,1.56e+09,1
1965,"LAO",1,28,51,68,40,988228,2928632,1
1965,"LBN",0,0,1646,1593,1593,0,9.97e+07,1
1965,"LBR",0,0,224,218,218,0,2.04e+08,0
1965,"LBY",1,452,361,615,206,7.960e+08,9.43e+08,1
1965,"LCA",0,0,1,1,1,0,29583,0
1965,"LKA",1,644,660,975,340,3.737e+08,3.94e+08,1
1965,"LSO",0,0,0,0,0,0,0,0
1965,"LTU",0,0,0,0,0,0,0,1
1965,"LUX",0,0,0,0,0,0,0,0
1965,"LVA",0,0,0,0,0,0,0,1
1965,"MAC",0,0,1,1,1,0,12236,0
1965,"MAF",0,0,0,0,0,0,0,0
1965,"MAR",1,2095,1706,2498,458,4.106e+08,5.14e+08,1
1965,"MDA",0,0,0,0,0,0,0,1
1965,"MDG",1,633,404,811,180,91236690,1.03e+08,1
1965,"MDV",0,0,0,0,0,0,0,0
1965,"MEX",1,3243,3476,4548,1451,9.957e+08,1.20e+09,1
1965,"MHL",0,0,0,0,0,0,0,0
1965,"MKD",0,0,0,0,0,0,0,1
1965,"MLI",1,179,104,236,59,14990930,1.63e+07,1
1965,"MLT",1,643,730,1050,423,20216005,2.29e+07,0
1965,"MMR",1,276,353,454,180,2.067e+08,2.26e+08,0
1965,"MNE",0,0,0,0,0,0,0,0
1965,"MNG",0,0,65,64,64,0,7205527,1
1965,"MNP",0,0,0,0,0,0,0,0
1965,"MOZ",0,0,549,544,544,0,1.13e+08,1
1965,"MRT",1,72,73,108,37,57469331,7.12e+07,1
1965,"MSR",0,0,0,0,0,0,0,0
1965,"MTQ",0,0,47,46,46,0,5.29e+07,0
1965,"MUS",0,0,141,129,129,0,7.02e+07,1
1965,"MWI",0,0,177,172,172,0,2.62e+07,1
1965,"MYS",1,2158,2554,3256,1130,1.153e+09,1.39e+09,1
1965,"MYT",0,0,0,0,0,0,0,0
1965,"NAM",0,0,0,0,0,0,0,1
1965,"NCL",0,0,73,72,72,0,5.29e+07,0
1965,"NER",1,174,85,226,59,24959270,3.12e+07,0
1965,"NFK",0,0,0,0,0,0,0,0
1965,"NGA",1,859,1270,1645,793,7.274e+08,7.41e+08,1
1965,"NIC",1,547,585,769,240,1.361e+08,1.60e+08,1
1965,"NIU",0,0,0,0,0,0,0,0
1965,"NLD",1,27347,24182,32862,5910,5.376e+09,6.02e+09,1
1965,"NOR",1,9292,8670,10963,1918,1.268e+09,1.41e+09,1
1965,"NPL",0,0,103,103,103,0,2.42e+07,0
1965,"NRU",0,0,0,0,0,0,0,0
1965,"NZL",1,2187,1838,2896,718,9.520e+08,1.09e+09,1
1965,"OMN",0,0,250,247,247,0,1.68e+08,1
1965,"PAK",1,2671,1623,3339,701,5.039e+08,5.46e+08,1
1965,"PAN",1,222,1400,1472,1257,63315100,1.32e+08,0
1965,"PCN",0,0,0,0,0,0,0,0
1965,"PER",1,926,1080,1363,474,6.540e+08,7.66e+08,1
1965,"PHL",1,731,1091,1304,589,7.509e+08,7.85e+08,1
1965,"PLW",0,0,0,0,0,0,0,0
1965,"PNG",0,0,98,98,98,0,4.06e+07,1
1965,"POL",0,0,7243,7163,7163,0,8.22e+08,1
1965,"PRT",1,6065,4007,6877,1038,5.659e+08,5.96e+08,1
1965,"PRY",1,238,342,417,179,51132629,6.82e+07,1
1965,"PSE",0,0,0,0,0,0,0,0
1965,"PYF",0,0,24,24,24,0,1.56e+07,0
1965,"QAT",0,0,140,135,135,0,1.42e+08,1
1965,"REU",0,0,53,51,51,0,3.65e+07,0
1965,"ROU",0,0,2370,2309,2309,0,3.29e+08,1
1965,"RUS",0,0,0,0,0,0,0,1
1965,"RWA",0,0,20,20,20,0,585243,0
1965,"SAU",0,0,402,386,386,0,1.14e+09,1
1965,"SDN",1,643,500,783,191,1.743e+08,1.89e+08,0
1965,"SEN",1,443,669,895,469,1.276e+08,1.67e+08,1
1965,"SGP",1,4591,1695,4779,255,9.090e+08,7.37e+08,0
1965,"SGS",0,0,0,0,0,0,0,0
1965,"SHN",0,0,0,0,0,0,0,0
1965,"SLB",0,0,0,0,0,0,0,0
1965,"SLE",0,0,218,210,210,0,1.03e+08,0
1965,"SLV",1,944,931,1123,215,1.874e+08,2.02e+08,1
1965,"SMR",0,0,0,0,0,0,0,0
1965,"SOM",0,0,96,94,94,0,2.80e+07,0
1965,"SPM",0,0,26,26,26,0,1721562,0
1965,"SRB",0,0,0,0,0,0,0,1
1965,"STP",0,0,0,0,0,0,0,0
1965,"SUR",1,342,193,449,122,56845372,6.21e+07,0
1965,"SVK",0,0,0,0,0,0,0,1
1965,"SVN",0,0,0,0,0,0,0,1
1965,"SWE",1,20062,16443,22375,2661,3.635e+09,3.94e+09,1
1965,"SWZ",0,0,0,0,0,0,0,0
1965,"SYC",0,0,0,0,0,0,0,0
1965,"SYR",0,0,705,685,685,0,1.49e+08,1
1965,"TCA",0,0,0,0,0,0,0,0
1965,"TCD",1,106,52,125,19,26241564,2.62e+07,0
1965,"TGO",1,187,149,266,85,26355012,3.41e+07,0
1965,"THA",1,1750,1555,2233,517,6.108e+08,6.51e+08,1
1965,"TJK",0,0,0,0,0,0,0,1
1965,"TKL",0,0,0,0,0,0,0,0
1965,"TKM",0,0,0,0,0,0,0,1
1965,"TLS",0,0,595,586,586,0,2.28e+07,0
1965,"TON",0,0,0,0,0,0,0,0
1965,"TTO",0,0,611,608,608,0,2.77e+08,1
1965,"TUN",1,803,722,1078,286,1.139e+08,1.71e+08,1
1965,"TUR",1,1353,1388,1825,520,4.163e+08,4.70e+08,1
1965,"TUV",0,0,0,0,0,0,0,0
1965,"TZA",0,0,789,763,763,0,1.64e+08,1
1965,"UGA",0,0,321,308,308,0,1.26e+08,1
1965,"UKR",0,0,0,0,0,0,0,1
1965,"UMI",0,0,0,0,0,0,0,0
1965,"URY",0,0,746,739,739,0,1.91e+08,1
1965,"USA",1,50045,35681,55340,5889,2.515e+10,2.65e+10,1
1965,"UZB",0,0,0,0,0,0,0,1
1965,"VAT",0,0,0,0,0,0,0,0
1965,"VCT",0,0,0,0,0,0,0,0
1965,"VEN",1,1050,920,1537,542,2.889e+09,2.82e+09,1
1965,"VNM",1,203,546,582,380,34968403,6.84e+07,1
1965,"VUT",0,0,122,119,119,0,5.66e+07,0
1965,"WLF",0,0,0,0,0,0,0,0
1965,"WSM",1,30,32,50,21,5501781,7034001,0
1965,"YEM",0,0,42,40,40,0,3153124,1
1965,"YUG",1,6617,5104,7856,1384,7.535e+08,7.92e+08,0
1965,"ZAF",0,0,3777,3718,3718,0,1.38e+09,1
1965,"ZMB",0,0,804,791,791,0,4.87e+08,1
1965,"ZWE",0,0,751,737,737,0,2.06e+08,1
1966,"ABW",0,0,0,0,0,0,0,0
1966,"AFG",1,173,181,276,105,52308470,8.00e+07,0
1966,"AGO",0,0,479,472,472,0,2.02e+08,1
1966,"AIA",0,0,0,0,0,0,0,0
1966,"ALB",0,0,169,166,166,0,5998735,1
1966,"AND",0,0,11,10,10,0,55839,0
1966,"ANT",1,782,589,1040,283,5.841e+08,6.11e+08,0
1966,"ARE",0,0,0,0,0,0,0,1
1966,"ARG",1,3771,3566,4669,977,1.488e+09,1.72e+09,1
1966,"ARM",0,0,0,0,0,0,0,0
1966,"ASM",0,0,0,0,0,0,0,0
1966,"ATA",0,0,0,0,0,0,0,0
1966,"ATG",0,0,0,0,0,0,0,0
1966,"AUS",1,10888,7400,12700,2097,2.944e+09,3.13e+09,1
1966,"AUT",1,15064,12033,16826,2092,1.513e+09,1.52e+09,1
1966,"AZE",0,0,0,0,0,0,0,1
1966,"BDI",0,0,54,53,53,0,1.92e+07,0
1966,"BEL",1,24327,18823,27054,3194,6.688e+09,6.50e+09,1
1966,"BEN",1,255,182,337,82,10329889,1.75e+07,0
1966,"BES",0,0,0,0,0,0,0,0
1966,"BFA",1,199,115,241,42,15494049,1.72e+07,0
1966,"BGD",0,0,0,0,0,0,0,1
1966,"BGR",0,0,2580,2517,2517,0,2.63e+08,1
1966,"BHR",0,0,250,249,249,0,1.23e+08,0
1966,"BHS",0,0,205,196,196,0,3.10e+07,0
1966,"BIH",0,0,0,0,0,0,0,1
